County,State,market_name
CECIL,MD,"Wilmington, DE-MD"
NEW CASTLE,DE,"Wilmington, DE-MD"
KENT,DE,"Dover, DE"
SUSSEX *,DE,"Dover, DE"
SUSSEX *,DE,"Sussex County, DE"
BIBB,AL,"Birmingham, AL"
BLOUNT,AL,"Birmingham, AL"
CHILTON,AL,"Birmingham, AL"
JEFFERSON,AL,"Birmingham, AL"
SAINT CLAIR,AL,"Birmingham, AL"
SHELBY,AL,"Birmingham, AL"
TALLADEGA,AL,"Birmingham, AL"
WALKER,AL,"Birmingham, AL"
LEE *,AL,"Auburn-Opelika, AL"
CHEROKEE,AL,"Cherokee County, AL"
BARBOUR,AL,"Barbour County, AL"
BULLOCK,AL,"Bullock County, AL"
TALLAPOOSA *,AL,"Alexander City, AL"
BUTLER,AL,"Butler County, AL"
CALHOUN,AL,"Anniston, AL"
CLEBURNE *,AL,"Anniston, AL"
WILCOX *,AL,"Camden, AL"
DALE *,AL,"Dothan, AL"
GENEVA *,AL,"Dothan, AL"
HENRY,AL,"Dothan, AL"
HOUSTON,AL,"Dothan, AL"
WASHINGTON *,AL,"Chatom, AL"
ETOWAH,AL,"Etowah County, AL"
COLBERT,AL,"Florence, AL"
LAUDERDALE,AL,"Florence, AL"
LIMESTONE,AL,"Huntsville, AL-TN"
MADISON,AL,"Huntsville, AL-TN"
MARSHALL,AL,"Marshall County, AL"
BALDWIN *,AL,"Mobile, AL"
MOBILE,AL,"Mobile, AL"
CONECUH *,AL,"Monroeville, AL"
MONROE,AL,"Monroeville, AL"
LAWRENCE,AL,"Decatur, AL"
MORGAN,AL,"Decatur, AL"
CHOCTAW,AL,"Choctaw County, AL"
HALE *,AL,"Tuscaloosa, AL"
TUSCALOOSA,AL,"Tuscaloosa, AL"
CLAY,AL,"Clay County, AL"
COOSA,AL,"Coosa County, AL"
COVINGTON,AL,"Covington County, AL"
CRENSHAW,AL,"Crenshaw County, AL"
CULLMAN,AL,"Cullman County, AL"
ALEXANDRIA (CITY),VA,"Washington, DC-MD-VA-WV"
ANNE ARUNDEL *,MD,"Washington, DC-MD-VA-WV"
ARLINGTON,VA,"Washington, DC-MD-VA-WV"
CALVERT,MD,"Washington, DC-MD-VA-WV"
CHARLES,MD,"Washington, DC-MD-VA-WV"
CULPEPER,VA,"Washington, DC-MD-VA-WV"
DISTRICT OF COLUMBIA,DC,"Washington, DC-MD-VA-WV"
FAIRFAX,VA,"Washington, DC-MD-VA-WV"
FAIRFAX (CITY),VA,"Washington, DC-MD-VA-WV"
FALLS CHURCH (CITY),VA,"Washington, DC-MD-VA-WV"
DALLAS,AL,"Dallas County, AL"
DEKALB,AL,"DeKalb County, AL"
MARENGO *,AL,"Demopolis, AL"
COFFEE,AL,"Enterprise, AL"
DALE *,AL,"Enterprise, AL"
GENEVA *,AL,"Enterprise, AL"
ESCAMBIA,AL,"Escambia County, AL"
CONECUH *,AL,"Evergreen, AL"
FAYETTE,AL,"Fayette County, AL"
FRANKLIN,AL,"Franklin County, AL"
GREENE,AL,"Greene County, AL"
HALE *,AL,"Greensboro, AL"
BALDWIN *,AL,"Gulf Shores, AL"
MARION,AL,"Marion County, AL"
CLARKE,AL,"Jackson, AL"
MARENGO *,AL,"Jackson, AL"
WASHINGTON *,AL,"Jackson, AL"
WILCOX *,AL,"Jackson, AL"
JACKSON,AL,"Jackson County, AL"
LAMAR,AL,"Lamar County, AL"
MACON,AL,"Macon County, AL"
AUTAUGA,AL,"Montgomery, AL"
ELMORE,AL,"Montgomery, AL"
LOWNDES,AL,"Montgomery, AL"
MONTGOMERY,AL,"Montgomery, AL"
TALLAPOOSA *,AL,"Montgomery, AL"
PERRY,AL,"Perry County, AL"
PICKENS,AL,"Pickens County, AL"
PALM BEACH *,FL,"Belle Glade, FL"
CITRUS,FL,"Citrus County, FL"
CALHOUN,FL,"Blountstown-Bristol, FL"
LIBERTY,FL,"Blountstown-Bristol, FL"
BRADFORD,FL,"Bradford County, FL"
BREVARD,FL,"Brevard County, FL"
COLUMBIA,FL,"Columbia County, FL"
FLAGLER,FL,"Daytona Beach, FL"
LAKE *,FL,"Daytona Beach, FL"
VOLUSIA *,FL,"Daytona Beach, FL"
DESOTO,FL,"DeSoto County, FL"
DIXIE,FL,"Dixie County, FL"
PIKE,AL,"Pike County, AL"
COLLIER *,FL,"Fort Myers, FL"
LEE *,FL,"Fort Myers, FL"
MARTIN *,FL,"Fort Pierce, FL"
SAINT LUCIE,FL,"Fort Pierce, FL"
HOLMES *,FL,"Fort Walton Beach, FL"
OKALOOSA,FL,"Fort Walton Beach, FL"
WALTON,FL,"Fort Walton Beach, FL"
FRANKLIN,FL,"Franklin County, FL"
ALACHUA,FL,"Gainesville, FL"
GILCHRIST,FL,"Gainesville, FL"
LEVY,FL,"Gainesville, FL"
HAMILTON,FL,"Hamilton County, FL"
HARDEE,FL,"Hardee County, FL"
HIGHLANDS,FL,"Highlands County, FL"
INDIAN RIVER,FL,"Indian River County, FL"
RANDOLPH,AL,"Randolph County, AL"
BAKER,FL,"Jacksonville, FL-GA"
CHARLTON,GA,"Jacksonville, FL-GA"
CLAY,FL,"Jacksonville, FL-GA"
DUVAL,FL,"Jacksonville, FL-GA"
NASSAU,FL,"Jacksonville, FL-GA"
SAINT JOHNS *,FL,"Jacksonville, FL-GA"
MONROE *,FL,"Key West, FL"
HENDRY *,FL,"LaBelle, FL"
MADISON,FL,"Madison County, FL"
MONROE *,FL,"Marathon, FL"
HOLMES *,FL,"Marianna, FL"
JACKSON,FL,"Marianna, FL"
WASHINGTON *,FL,"Marianna, FL"
BROWARD,FL,"Miami-Fort Lauderdale, FL"
MIAMI-DADE,FL,"Miami-Fort Lauderdale, FL"
MONROE *,FL,"Miami-Fort Lauderdale, FL"
GLADES,FL,"Moore Haven, FL"
HENDRY *,FL,"Moore Haven, FL"
COLLIER *,FL,"Naples, FL"
SUMTER,AL,"Sumter County, AL"
LAKE *,FL,"North Lake-Sumter Counties, FL"
SUMTER,FL,"North Lake-Sumter Counties, FL"
MARION,FL,"Ocala, FL"
OKEECHOBEE,FL,"Okeechobee County, FL"
LAKE *,FL,"Orlando, FL"
ORANGE,FL,"Orlando, FL"
OSCEOLA,FL,"Orlando, FL"
SEMINOLE,FL,"Orlando, FL"
VOLUSIA *,FL,"Orlando, FL"
PUTNAM,FL,"Palatka, Fl"
SAINT JOHNS *,FL,"Palatka, Fl"
BAY,FL,"Panama City, FL"
GULF,FL,"Panama City, FL"
WASHINGTON *,FL,"Panama City, FL"
ESCAMBIA,FL,"Pensacola, FL"
SANTA ROSA,FL,"Pensacola, FL"
POLK,FL,"Polk County, FL"
CHARLOTTE *,FL,"Punta Gorda, FL"
SARASOTA *,FL,"Punta Gorda, FL"
SAINT JOHNS *,FL,"Saint Augustine, FL"
CHARLOTTE *,FL,"Sarasota, FL"
LEE *,FL,"Sarasota, FL"
MANATEE,FL,"Sarasota, FL"
SARASOTA *,FL,"Sarasota, FL"
SUWANNEE,FL,"Suwannee County, FL"
GADSDEN,FL,"Tallahassee, FL"
JEFFERSON,FL,"Tallahassee, FL"
LEON,FL,"Tallahassee, FL"
WAKULLA,FL,"Tallahassee, FL"
HERNANDO,FL,"Tampa Bay, FL"
HILLSBOROUGH,FL,"Tampa Bay, FL"
PASCO,FL,"Tampa Bay, FL"
PINELLAS,FL,"Tampa Bay, FL"
TAYLOR,FL,"Taylor County, FL"
UNION,FL,"Union County, FL"
MARTIN *,FL,"West Palm Beach, FL"
PALM BEACH *,FL,"West Palm Beach, FL"
LAFAYETTE,FL,"Lafayette County, FL"
WINSTON,AL,"Winston County, AL"
DOUGHERTY,GA,"Albany, GA"
LEE,GA,"Albany, GA"
WORTH,GA,"Albany, GA"
SCHLEY,GA,"Americus, GA"
SUMTER,GA,"Americus, GA"
WEBSTER,GA,"Americus, GA"
APPLING,GA,"Appling County, GA"
BARROW *,GA,"Athens, GA"
CLARKE,GA,"Athens, GA"
JACKSON,GA,"Athens, GA"
MADISON,GA,"Athens, GA"
OCONEE,GA,"Athens, GA"
OGLETHORPE,GA,"Athens, GA"
BARROW *,GA,"Atlanta, GA"
BARTOW,GA,"Atlanta, GA"
CHEROKEE,GA,"Atlanta, GA"
CLAYTON,GA,"Atlanta, GA"
COBB,GA,"Atlanta, GA"
COWETA,GA,"Atlanta, GA"
DAWSON,GA,"Atlanta, GA"
DEKALB,GA,"Atlanta, GA"
DOUGLAS,GA,"Atlanta, GA"
FAYETTE,GA,"Atlanta, GA"
AIKEN,SC,"Augusta, GA-SC"
BURKE,GA,"Augusta, GA-SC"
COLUMBIA,GA,"Augusta, GA-SC"
EDGEFIELD,SC,"Augusta, GA-SC"
MCDUFFIE,GA,"Augusta, GA-SC"
RICHMOND,GA,"Augusta, GA-SC"
WARREN,GA,"Augusta, GA-SC"
BACON,GA,"Bacon County, GA"
DECATUR,GA,"Bainbridge, GA"
SEMINOLE,GA,"Bainbridge, GA"
BAKER,GA,"Baker County, GA"
BANKS,GA,"Banks County, GA"
BERRIEN,GA,"Berrien County, GA"
BLECKLEY,GA,"Bleckley County, GA"
FANNIN,GA,"Blue Ridge, GA-TN"
POLK *,TN,"Blue Ridge, GA-TN"
BROOKS,GA,"Brooks County, GA"
BRANTLEY,GA,"Brunswick, GA"
GLYNN,GA,"Brunswick, GA"
MCINTOSH,GA,"Brunswick, GA"
BULLOCH,GA,"Bulloch County, GA"
BUTTS,GA,"Butts County, GA"
CALHOUN,GA,"Calhoun, GA"
EARLY *,GA,"Calhoun, GA"
CAMDEN,GA,"Camden County, GA"
CANDLER,GA,"Candler County, GA"
CARROLL,GA,"Carrollton, GA-AL"
CLEBURNE *,AL,"Carrollton, GA-AL"
HARALSON,GA,"Carrollton, GA-AL"
CHATTOOGA,GA,"Chattooga County, GA"
WHITE,GA,"Cleveland, GA"
CLINCH,GA,"Clinch County, GA"
COLQUITT,GA,"Colquitt County, GA"
CHATTAHOOCHEE,GA,"Columbus, GA-AL"
HARRIS,GA,"Columbus, GA-AL"
LEE *,AL,"Columbus, GA-AL"
MUSCOGEE,GA,"Columbus, GA-AL"
RUSSELL,AL,"Columbus, GA-AL"
TALBOT *,GA,"Columbus, GA-AL"
MURRAY,GA,"Dalton, GA"
WHITFIELD,GA,"Dalton, GA"
DODGE,GA,"Dodge County, GA"
ATKINSON,GA,"Douglas, GA"
COFFEE,GA,"Douglas, GA"
EARLY *,GA,"Early, GA"
ELBERT,GA,"Elbert County, GA"
EMANUEL,GA,"Emanuel County, GA"
EVANS,GA,"Evans County, GA"
BEN HILL,GA,"Fitzgerald, GA"
IRWIN,GA,"Fitzgerald, GA"
LIBERTY *,GA,"Fort Stewart, GA"
LONG,GA,"Fort Stewart, GA"
FRANKLIN,GA,"Franklin County, GA"
GILMER,GA,"Gilmer County, GA"
GORDON,GA,"Gordon County, GA"
GRADY,GA,"Grady County, GA"
GREENE,GA,"Greensboro, GA"
PUTNAM,GA,"Greensboro, GA"
TALIAFERRO,GA,"Greensboro, GA"
LAMAR,GA,"Griffin, GA"
PIKE,GA,"Griffin, GA"
SPALDING,GA,"Griffin, GA"
HABERSHAM,GA,"Habersham County, GA"
HEARD,GA,"Heard County, GA"
JEFF DAVIS,GA,"Jeff Davis County, GA"
JENKINS,GA,"Jenkins County, GA"
JOHNSON,GA,"Johnson County, GA"
CHAMBERS,AL,"LaGrange, GA-AL"
TROUP,GA,"LaGrange, GA-AL"
LAURENS,GA,"Laurens County, GA"
LUMPKIN,GA,"Lumpkin County, GA"
BIBB,GA,"Macon, GA"
CRAWFORD,GA,"Macon, GA"
HOUSTON,GA,"Macon, GA"
JONES,GA,"Macon, GA"
MACON,GA,"Macon, GA"
PEACH,GA,"Macon, GA"
TWIGGS,GA,"Macon, GA"
WILKINSON *,GA,"Macon, GA"
MERIWETHER *,GA,"Manchester, GA"
TALBOT *,GA,"Manchester, GA"
MARION,GA,"Marion County, GA"
BALDWIN,GA,"Milledgeville, GA"
HANCOCK,GA,"Milledgeville, GA"
WILKINSON *,GA,"Milledgeville, GA"
MILLER,GA,"Miller County, GA"
MITCHELL,GA,"Mitchell County, GA"
MONROE,GA,"Monroe County, GA"
MORGAN,GA,"Morgan County, GA"
PICKENS,GA,"Pickens County, GA"
PULASKI,GA,"Pulaski County, GA"
RABUN,GA,"Rabun County, GA"
RANDOLPH,GA,"Randolph County, GA"
FLOYD,GA,"Rome, GA"
POLK,GA,"Rome, GA"
SCREVEN,GA,"Screven County, GA"
STEPHENS,GA,"Stephens County, GA"
STEWART,GA,"Stewart County, GA"
TATTNALL,GA,"Tattnall County, GA"
BRYAN,GA,"Savannah, GA"
CHATHAM,GA,"Savannah, GA"
EFFINGHAM,GA,"Savannah, GA"
LIBERTY *,GA,"Savannah, GA"
TAYLOR,GA,"Taylor County, GA"
TELFAIR,GA,"Telfair County, GA"
TERRELL,GA,"Terrell County, GA"
THOMAS,GA,"Thomas County, GA"
COOK *,GA,"Tift County, GA"
TIFT,GA,"Tift County, GA"
TOWNS,GA,"Towns County, GA"
TURNER,GA,"Turner County, GA"
UNION,GA,"Union County, GA"
UPSON,GA,"Upson County, GA"
COOK *,GA,"Valdosta, GA"
ECHOLS,GA,"Valdosta, GA"
LANIER,GA,"Valdosta, GA"
LOWNDES,GA,"Valdosta, GA"
MONTGOMERY,GA,"Vidalia, GA"
TOOMBS,GA,"Vidalia, GA"
PIERCE,GA,"Waycross, GA"
WARE,GA,"Waycross, GA"
WASHINGTON,GA,"Washington County, GA"
WAYNE,GA,"Wayne County, GA"
WILCOX,GA,"Wilcox County, GA"
WILKES,GA,"Wilkes County, GA"
GLASCOCK,GA,"Wrens, GA"
JEFFERSON,GA,"Wrens, GA"
CRISP,GA,"Crisp County, GA"
DOOLY,GA,"Dooly County, GA"
CLAY,GA,"Clay County, GA"
HART,GA,"Hart County, GA"
WHEELER,GA,"Wheeler County, GA"
HAWAII *,HI,"Hilo, HI"
HONOLULU,HI,"Honolulu, HI"
HAWAII *,HI,"Kailua-Kona, HI"
KAUAI,HI,"Kauai, HI"
MAUI *,HI,"West Maui, HI"
BINGHAM *,ID,"Blackfoot, ID"
ADA,ID,"Boise, ID"
CANYON *,ID,"Boise, ID"
GEM,ID,"Boise, ID"
OWYHEE *,ID,"Boise, ID"
BOUNDARY,ID,"Bonners Ferry, ID"
CASSIA,ID,"Burley, ID"
MINIDOKA,ID,"Burley, ID"
BLAINE *,ID,"Hailey, ID"
BINGHAM *,ID,"Idaho Falls, ID"
BONNEVILLE,ID,"Idaho Falls, ID"
JEFFERSON *,ID,"Idaho Falls, ID"
ASOTIN,WA,"Lewiston, ID-WA"
NEZ PERCE *,ID,"Lewiston, ID-WA"
BEAR LAKE,ID,"Montpelier, ID"
LATAH *,ID,"Pullman-Moscow, WA-ID"
WHITMAN *,WA,"Pullman-Moscow, WA-ID"
ELMORE,ID,"Mountain Home, ID"
OWYHEE *,ID,"Mountain Home, ID"
CLEARWATER *,ID,"Orofino, ID"
IDAHO *,ID,"Orofino, ID"
LEWIS,ID,"Orofino, ID"
BANNOCK *,ID,"Pocatello, ID"
BONNER,ID,"Sandpoint, ID-WA"
PEND OREILLE *,WA,"Sandpoint, ID-WA"
GOODING,ID,"Twin Falls, ID"
JEROME,ID,"Twin Falls, ID"
LINCOLN,ID,"Twin Falls, ID"
TWIN FALLS,ID,"Twin Falls, ID"
EDWARDS,IL,"Albion, IL"
WHITE *,IL,"Albion, IL"
FULTON *,IL,"Astoria, IL"
MCLEAN,IL,"Bloomington-Normal, IL"
WOODFORD *,IL,"Bloomington-Normal, IL"
FRANKLIN *,IL,"Carbondale-Marion, IL"
JACKSON,IL,"Carbondale-Marion, IL"
JOHNSON *,IL,"Carbondale-Marion, IL"
UNION,IL,"Carbondale-Marion, IL"
WILLIAMSON,IL,"Carbondale-Marion, IL"
WHITE *,IL,"Carmi, IL"
CARROLL,IL,"Carroll County, IL"
MARION *,IL,"Salem, IL"
CHAMPAIGN,IL,"Champaign-Urbana, IL"
DOUGLAS *,IL,"Champaign-Urbana, IL"
FORD *,IL,"Champaign-Urbana, IL"
PIATT,IL,"Champaign-Urbana, IL"
COLES,IL,"Matoon-Charleston, IL"
CUMBERLAND,IL,"Matoon-Charleston, IL"
DOUGLAS *,IL,"Matoon-Charleston, IL"
RANDOLPH *,IL,"Sparta, IL"
COOK,IL,"Chicago, IL-Kenosha, WI"
DEKALB,IL,"Chicago, IL-Kenosha, WI"
DUPAGE,IL,"Chicago, IL-Kenosha, WI"
FORD *,IL,"Chicago, IL-Kenosha, WI"
GRUNDY,IL,"Chicago, IL-Kenosha, WI"
IROQUOIS *,IL,"Chicago, IL-Kenosha, WI"
KANE,IL,"Chicago, IL-Kenosha, WI"
KANKAKEE,IL,"Chicago, IL-Kenosha, WI"
KENDALL,IL,"Chicago, IL-Kenosha, WI"
KENOSHA *,WI,"Chicago, IL-Kenosha, WI"
CHRISTIAN *,IL,"Christian County, IL"
CLARK,IL,"Clark County, IL"
CLAY,IL,"Flora, IL"
CRAWFORD,IL,"Robinson, IL"
VERMILION *,IL,"Danville, IL-Newport, IN"
VERMILLION *,IN,"Danville, IL-Newport, IN"
WARREN *,IN,"Danville, IL-Newport, IN"
DE WITT,IL,"De Witt County, IL"
DOUGLAS *,IL,"Decatur, IL"
MACON,IL,"Decatur, IL"
MOULTRIE,IL,"Decatur, IL"
EDGAR,IL,"Edgar County, IL"
EFFINGHAM,IL,"Effingham, IL"
FAYETTE,IL,"Vandalia, IL"
STEPHENSON,IL,"Freeport, IL"
GALLATIN,IL,"Harrisburg, IL"
HARDIN,IL,"Harrisburg, IL"
POPE *,IL,"Harrisburg, IL"
SALINE,IL,"Harrisburg, IL"
GREENE,IL,"Jacksonville, IL"
MORGAN,IL,"Jacksonville, IL"
SCOTT,IL,"Jacksonville, IL"
JASPER,IL,"Newton, IL"
JO DAVIESS *,IL,"Jo Daviess County, IL"
KNOX,IL,"Knox County, IL"
BUREAU,IL,"La Salle County, IL"
LASALLE,IL,"La Salle County, IL"
PUTNAM,IL,"La Salle County, IL"
LAWRENCE,IL,"Lawrenceville, IL"
LEE,IL,"Lee County, IL"
LOGAN,IL,"Lincoln, IL"
LIVINGSTON,IL,"Livingston, IL"
FULTON *,IL,"McDonough County, IL"
MCDONOUGH,IL,"McDonough County, IL"
PIKE,IL,"Pittsfield, IL"
MASON,IL,"Mason, IL"
MONTGOMERY,IL,"Hillsboro, IL"
BROWN,IL,"Mount Sterling, IL"
FRANKLIN *,IL,"Mount Vernon, IL"
HAMILTON,IL,"Mount Vernon, IL"
JEFFERSON,IL,"Mount Vernon, IL"
WASHINGTON *,IL,"Mount Vernon, IL"
OGLE,IL,"Ogle, IL"
MARSHALL,IL,"Peoria, IL"
PEORIA,IL,"Peoria, IL"
STARK,IL,"Peoria, IL"
TAZEWELL,IL,"Peoria, IL"
WOODFORD *,IL,"Peoria, IL"
PERRY,IL,"Du Quoin, IL"
ADAMS,IL,"Quincy, IL-MO"
LEWIS,MO,"Quincy, IL-MO"
RICHLAND,IL,"Olney, IL"
BOONE,IL,"Rockford, IL"
WINNEBAGO,IL,"Rockford, IL"
SCHUYLER,IL,"Rushville, IL"
SHELBY,IL,"Shelbyville, IL"
CASS,IL,"Springfield, IL"
CHRISTIAN *,IL,"Springfield, IL"
MENARD,IL,"Springfield, IL"
SANGAMON,IL,"Springfield, IL"
JOHNSON *,IL,"Vienna, IL"
WABASH,IL,"Mount Carmel, IL"
WARREN,IL,"Warren County, IL"
IROQUOIS *,IL,"Watseka, IL"
VERMILION *,IL,"Watseka, IL"
WAYNE,IL,"Fairfield, IL"
WHITESIDE,IL,"Whiteside, IL"
BARTHOLOMEW,IN,"Columbus, IN"
BROWN,IN,"Columbus, IN"
JACKSON,IN,"Columbus, IN"
JENNINGS,IN,"Columbus, IN"
FRANKLIN,IN,"Batesville-Brookville, IN"
RIPLEY,IN,"Batesville-Brookville, IN"
GREENE,IN,"Bloomington, IN"
LAWRENCE,IN,"Bloomington, IN"
MONROE,IN,"Bloomington, IN"
MONTGOMERY,IN,"Crawfordsville, IN"
BERRIEN *,MI,"South Bend-Elkhart, IN-Niles, MI"
CASS,MI,"South Bend-Elkhart, IN-Niles, MI"
ELKHART,IN,"South Bend-Elkhart, IN-Niles, MI"
KOSCIUSKO,IN,"South Bend-Elkhart, IN-Niles, MI"
LAGRANGE,IN,"South Bend-Elkhart, IN-Niles, MI"
MARSHALL,IN,"South Bend-Elkhart, IN-Niles, MI"
SAINT JOSEPH *,MI,"South Bend-Elkhart, IN-Niles, MI"
SAINT JOSEPH,IN,"South Bend-Elkhart, IN-Niles, MI"
STARKE *,IN,"South Bend-Elkhart, IN-Niles, MI"
GIBSON,IN,"Evansville, IN-KY"
HENDERSON,KY,"Evansville, IN-KY"
POSEY,IN,"Evansville, IN-KY"
SPENCER *,IN,"Evansville, IN-KY"
UNION,KY,"Evansville, IN-KY"
VANDERBURGH,IN,"Evansville, IN-KY"
WARRICK,IN,"Evansville, IN-KY"
WEBSTER *,KY,"Evansville, IN-KY"
FAYETTE,IN,"Fayette County, IN"
FOUNTAIN,IN,"Fountain, IN"
WARREN *,IN,"Fountain, IN"
ADAMS,IN,"Fort Wayne,IN-Antwerp, OH"
ALLEN,IN,"Fort Wayne,IN-Antwerp, OH"
DEKALB,IN,"Fort Wayne,IN-Antwerp, OH"
HUNTINGTON,IN,"Fort Wayne,IN-Antwerp, OH"
NOBLE,IN,"Fort Wayne,IN-Antwerp, OH"
PAULDING *,OH,"Fort Wayne,IN-Antwerp, OH"
STEUBEN,IN,"Fort Wayne,IN-Antwerp, OH"
WELLS,IN,"Fort Wayne,IN-Antwerp, OH"
WHITLEY,IN,"Fort Wayne,IN-Antwerp, OH"
JASPER,IN,"Gary-Hammond, IN"
LAKE,IN,"Gary-Hammond, IN"
LAPORTE,IN,"Gary-Hammond, IN"
NEWTON,IN,"Gary-Hammond, IN"
PORTER,IN,"Gary-Hammond, IN"
STARKE *,IN,"Gary-Hammond, IN"
DECATUR,IN,"Greensburg, IN"
BOONE,IN,"Indianapolis, IN"
HAMILTON,IN,"Indianapolis, IN"
HANCOCK,IN,"Indianapolis, IN"
HENDRICKS,IN,"Indianapolis, IN"
HENRY,IN,"Indianapolis, IN"
JOHNSON,IN,"Indianapolis, IN"
MADISON,IN,"Indianapolis, IN"
MARION,IN,"Indianapolis, IN"
MORGAN,IN,"Indianapolis, IN"
OWEN,IN,"Indianapolis, IN"
CRAWFORD *,IN,"Jasper, IN"
DUBOIS,IN,"Jasper, IN"
MARTIN *,IN,"Jasper, IN"
PERRY *,IN,"Jasper, IN"
PIKE,IN,"Jasper, IN"
SPENCER *,IN,"Jasper, IN"
JAY,IN,"Jay County, IN"
CASS *,IN,"Kokomo, IN"
HOWARD,IN,"Kokomo, IN"
MIAMI *,IN,"Kokomo, IN"
BENTON,IN,"Lafayette, IN"
CARROLL,IN,"Lafayette, IN"
CLINTON,IN,"Lafayette, IN"
TIPPECANOE,IN,"Lafayette, IN"
WHITE,IN,"Lafayette, IN"
CASS *,IN,"Logansport, IN"
JEFFERSON,IN,"Madison, IN-KY"
TRIMBLE *,KY,"Madison, IN-KY"
BLACKFORD *,IN,"Marion, IN"
GRANT,IN,"Marion, IN"
BLACKFORD *,IN,"Muncie, IN"
DELAWARE,IN,"Muncie, IN"
RANDOLPH *,IN,"Muncie, IN"
ORANGE,IN,"Paoli, IN"
MIAMI *,IN,"Peru, IN"
PULASKI,IN,"Pulaski, IN"
RANDOLPH *,IN,"Richmond, IN"
UNION,IN,"Richmond, IN"
WAYNE,IN,"Richmond, IN"
FULTON,IN,"Rochester, IN"
SWITZERLAND,IN,"Vevay, IN"
PERRY *,IN,"Tell City, IN"
SPENCER *,IN,"Tell City, IN"
CLAY,IN,"Terre Haute, IN"
PARKE,IN,"Terre Haute, IN"
SULLIVAN,IN,"Terre Haute, IN"
VERMILLION *,IN,"Terre Haute, IN"
VIGO,IN,"Terre Haute, IN"
KNOX,IN,"Vincennes, IN"
WABASH,IN,"Wabash County, IN"
DAVIESS,IN,"Washington, IN"
MARTIN *,IN,"Washington, IN"
KOSSUTH,IA,"Algona, IA"
AUDUBON *,IA,"Atlantic, IA"
CASS,IA,"Atlantic, IA"
POTTAWATTAMIE *,IA,"Atlantic, IA"
BUENA VISTA,IA,"Buena Vista, IA"
SAC *,IA,"Buena Vista, IA"
DES MOINES,IA,"Burlington, IA-Oquawka, IL"
HENDERSON,IL,"Burlington, IA-Oquawka, IL"
CARROLL,IA,"Carroll County, IA"
BENTON *,IA,"Cedar Rapids, IA"
LINN,IA,"Cedar Rapids, IA"
APPANOOSE,IA,"Centerville, IA"
CHEROKEE,IA,"Cherokee County, IA"
CHICKASAW *,IA,"Chickasaw, IA"
CLINTON *,IA,"Clinton, IA"
CRAWFORD,IA,"Crawford County, IA"
HOWARD,IA,"Cresco, IA"
HENRY,IL,"Davenport, IA-Rock Island, IL"
MERCER,IL,"Davenport, IA-Rock Island, IL"
ROCK ISLAND,IL,"Davenport, IA-Rock Island, IL"
SCOTT,IA,"Davenport, IA-Rock Island, IL"
WINNESHIEK,IA,"Decorah, IA"
DELAWARE,IA,"Delaware County, IA"
ADAIR,IA,"Des Moines, IA"
BOONE,IA,"Des Moines, IA"
CLARKE,IA,"Des Moines, IA"
DALLAS,IA,"Des Moines, IA"
DECATUR,IA,"Des Moines, IA"
GUTHRIE,IA,"Des Moines, IA"
HAMILTON *,IA,"Des Moines, IA"
JASPER,IA,"Des Moines, IA"
LUCAS,IA,"Des Moines, IA"
MADISON,IA,"Des Moines, IA"
DICKINSON,IA,"Dickinson County, IA"
DUBUQUE,IA,"Dubuque, IA-East Dubuque, IL-Jamestown, WI"
JO DAVIESS *,IL,"Dubuque, IA-East Dubuque, IL-Jamestown, WI"
CLAYTON,IA,"Elkader, IA"
EMMET,IA,"Emmet County, IA"
JEFFERSON,IA,"Fairfield, IA"
KEOKUK *,IA,"Fairfield, IA"
VAN BUREN,IA,"Fairfield, IA"
FAYETTE,IA,"Fayette County, IA"
CALHOUN,IA,"Fort Dodge, IA"
HAMILTON *,IA,"Fort Dodge, IA"
WEBSTER,IA,"Fort Dodge, IA"
CLARK,MO,"Fort Madison, IA-Keokuk, IL-Kahoka, MO"
HANCOCK,IL,"Fort Madison, IA-Keokuk, IL-Kahoka, MO"
LEE,IA,"Fort Madison, IA-Keokuk, IL-Kahoka, MO"
FRANKLIN *,IA,"Franklin County, IA"
GREENE,IA,"Greene County, IA"
HARDIN,IA,"Hardin County, IA"
HARRISON,IA,"Harrison County, IA"
HUMBOLDT,IA,"Humboldt County, IA"
IDA,IA,"Ida Grove, IA"
SAC *,IA,"Ida Grove, IA"
CEDAR,IA,"Johnson, IA"
JOHNSON,IA,"Johnson, IA"
JONES,IA,"Johnson, IA"
WASHINGTON,IA,"Johnson, IA"
KEOKUK *,IA,"Keokuk County, IA"
CLINTON *,IA,"Maquoketa, IA"
JACKSON,IA,"Maquoketa, IA"
BENTON *,IA,"Marengo, IA"
IOWA,IA,"Marengo, IA"
MARSHALL,IA,"Marshalltown, IA"
TAMA *,IA,"Marshalltown, IA"
CERRO GORDO,IA,"Mason City, IA"
FLOYD,IA,"Mason City, IA"
FRANKLIN *,IA,"Mason City, IA"
HANCOCK,IA,"Mason City, IA"
WINNEBAGO,IA,"Mason City, IA"
WORTH,IA,"Mason City, IA"
FREMONT *,IA,"Mills County, IA"
MILLS,IA,"Mills County, IA"
MONTGOMERY,IA,"Montgomery County, IA"
HENRY,IA,"Mount Pleasant, IA"
LOUISA,IA,"Muscatine County, IA"
MUSCATINE,IA,"Muscatine County, IA"
MITCHELL,IA,"Osage, IA"
OSCEOLA,IA,"Osceola County, IA"
